AREA|CODE
Saint Libory, NE|19768
Saint Louis Park, MN|655
Saint Louis, MI|14671
Saint Louis, MO|41
Saint Louis, OK|22166
Saint Louisville, OH|6895
Saint Lucas, IA|23550
Saint Lucie, FL|20866
Saint Maries, ID|16756
Saint Marks, FL|22206
Saint Martin, MN|23723
Saint Martin, OH|22180
Saint Martinville, LA|24694
Saint Marys Point, MN|10317
Saint Marys, CO|11129
Saint Marys, GA|12551
Saint Marys, IA|23512
Saint Marys, KS|24583
Saint Marys, OH|2462
Saint Marys, PA|2358
Saint Marys, WV|15265
Saint Matthews, KY|12739
Saint Matthews, SC|3874
Saint Michael, MN|1902
Saint Michaels, AZ|6928
Saint Michaels, MD|6000
Saint Nazianz, WI|11502
Saint Olaf, IA|22138
Saint Paris, OH|5386
Saint Paul Park, MN|4511
Saint Paul, AR|23205
Saint Paul, IN|16831
Saint Paul, MN|46
Saint Paul, MO|5280
Saint Paul, NE|15561
Saint Paul, OR|9965
Saint Paul, TX|11712
Saint Paul, VA|4563
Saint Pauls, NC|3349
Saint Pete Beach, FL|12950
Saint Peter, IL|20377
Saint Peter, MN|2768
Saint Peters, MO|495
Saint Petersburg, FL|11752
Saint Regis Park, KY|16760
Saint Robert, MO|12999
Saint Rosa, MN|23043
Saint Rose, LA|15088
Saint Simons Island, GA|12720
Saint Stephen, MN|10097
Saint Stephen, SC|3713
Sainte Genevieve, MO|12949
Saks, AL|6084
Salado, TX|14076
Sale City, GA|19298
Sale Creek, TN|16424
Salem Township, PA|3850
Salem, AL|14732
Salem, AR|6997
Salem, CT|5058
Salem, FL|22901
Salem, IA|21780
Salem, IL|14683
Salem, IN|13677
Salem, KY|18113
Salem, MA|771
Salem, MO|13120
Salem, NE|21785
Salem, NH|12296
Salem, NJ|4494
Salem, OH|1237
Salem, OR|126
Salem, SC|5353
Salem, UT|17322
Salem, VA|943
Salem, WI|2778
Salem, WV|4730
Salemburg, NC|7642
Salesville, AR|21050
Salesville, OH|9202
Salford Township, PA|9171
Salida, CA|3401
Salida, CO|7939
Salina, KS|12071
Salina, NY|1845
Salina, OK|10254
Salina, UT|23992
Salinas, CA|96
Saline, MI|15605
Salineville, OH|7462
Salisbury Township, PA|3657
Salisbury, CT|7670
Salisbury, MD|415
Salisbury, NC|382
Salisbury, NH|16782
Salisbury, NY|2453
Salisbury, PA|22404
Salisbury, VT|8530
Salix, IA|18933
Salix-Beauty Line Park, PA|21339
Salkum, WA|10385
Salladasburg, PA|11133
Salley, SC|11091
Sallisaw, OK|2236
Salmon Creek, WA|1500
Salmon, ID|13258
Salome, AZ|8517
Salt Lake City, UT|11768
Salt Lick, KY|18475
Salt Rock, WV|20099
Salters, SC|6536
Saltillo, MS|13024
Saltillo, PA|21910
Saltillo, TN|24507
Saltlick Township, PA|5548
Salton City, CA|24314
Saltsburg, PA|9191
Saltville, VA|3887
Saluda, NC|6985
Saluda, SC|4081
Saluda, VA|10679
Salunga-Landisville, PA|5164
Salvisa, KY|20126
Salvo, NC|14531
Salyer, CA|11400
Salyersville, KY|17470
Sammamish, WA|678
Sammons Point, IL|22146
Samoa, CA|10907
Samson, AL|15262
Samsula-Spruce Creek, FL|13220
San Andreas, CA|6897
San Angelo, TX|11880
San Anselmo, CA|1966
San Antonio, FL|16947
San Antonio, TX|11731
San Ardo, CA|10004
San Benito, TX|13615
San Bernardino, CA|63
San Bruno, CA|820
San Carlos, CA|1023
San Clemente, CA|491
San Diego, CA|6
San Dimas, CA|1050
San Elizario, TX|24512
San Fernando, CA|1328
San Francisco, CA|9
San Gabriel, CA|473
San Geronimo, CA|11072
San Gregorio, CA|21928
San Jacinto, CA|738
San Joaquin, CA|5095
San Jose, CA|8
San Jose, IL|20106
San Juan Bautista, CA|5659
San Juan Capistrano, CA|924
San Juan, TX|13392
San Leandro, CA|223
San Leon, TX|14376
San Lorenzo, CA|1097
San Lucas, CA|11672
San Luis Obispo, CA|467
San Luis, AZ|1951
San Luis, CO|19589
San Manuel, AZ|5221
San Marcos, CA|384
San Marcos, TX|11983
San Marino, CA|2695
San Martin, CA|4295
San Mateo, CA|219
San Mateo, FL|16851
San Miguel, CA|4513
San Pablo, CA|588
San Quentin, CA|17707
San Rafael, CA|401
San Ramon, CA|353
San Simeon, CA|9527
San Simon, AZ|9720
San Tan Valley, AZ|285
Sanatoga, PA|3811
Sanborn, IA|18259
Sanborn, MN|22583
Sanbornton, NH|15313
Sanctuary, TX|10898
Sand City, CA|7824
Sand Hill, OK|21964
Sand Hill, PA|8785
Sand Lake, MI|15692
Sand Lake, NY|8746
Sand Ridge, NY|10456
Sand Rock, AL|21454
Sand Springs, OK|1310
Sandborn, IN|16805
Sanders, AZ|18058
Sanders, KY|19536
Sanderson, FL|17545
Sandersville, GA|13887
Sandgate, VT|9634
Sandia Park, NM|14250
Sandia, TX|23968
Sandisfield, MA|8895
Sandoval, IL|21257
Sandown, NH|15192
Sandpoint, ID|12700
Sands Point, NY|6886
Sandston, VA|2403
Sandstone Township, MI|15660
Sandstone, MN|5513
Sandusky South, OH|3989
Sandusky, MI|14209
Sandusky, OH|1305
Sandwich, IL|12900
Sandwich, NH|16575
Sandy Creek Township, PA|19117
Sandy Creek, NC|11192
Sandy Hollow-Escondidas, TX|24299
Sandy Hook, CT|2932
Sandy Hook, MS|16394
Sandy Hook, VA|16832
Sandy Lake Township, PA|17202
Sandy Level, VA|21377
Sandy Ridge, NC|16539
Sandy Ridge, PA|22874
Sandy Spring, MD|5831
Sandy Springs, GA|11851
Sandy Township, PA|15649
Sandy, OR|2387
Sandy, UT|11865
Sandycreek Township, PA|7081
Sandyfield, NC|21201
Sandyston, NJ|8084
Sandyville, IA|23004
Sandyville, WV|15558
Sanford, AL|21139
Sanford, CO|18558
Sanford, FL|11938
Sanford, MI|14755
Sanford, NC|476
Sanford, NY|8330
Sanford, VA|22292
Sanger, CA|940
Sanger, TX|2299
Sangerfield, NY|17869
Sangerville, ME|8100
Sanibel, FL|13208
Sankertown, PA|19854
Sansom Park, TX|4718
Santa Ana, CA|39
Santa Barbara, CA|292
Santa Clara, CA|167
Santa Clara, NY|9880
Santa Clara, UT|14236
Santa Clarita, CA|123
Santa Claus, GA|22774
Santa Claus, IN|14444
Santa Cruz, CA|236
Santa Cruz, NM|24485
Santa Fe Springs, CA|2067
Santa Fe, NM|11817
Santa Fe, TN|16755
Santa Fe, TX|13817
Santa Maria, CA|148
Santa Monica, CA|252
Santa Paula, CA|988
Santa Rosa Beach, FL|13095
Santa Rosa, CA|84
Santa Rosa, TX|15958
Santa Teresa, NM|13553
Santa Ynez, CA|4601
Santa Ysabel, CA|10633
Santaquin, UT|14870
Santee, CA|545
Santee, SC|5475
Sapphire, NC|9001
Sappington, MO|4052
Sapulpa, OK|1272
Sarah, MS|16997
Sarahsville, OH|21153
Saraland, AL|2818
Saranac Lake, NY|5639
Saranac, MI|5779
Saranac, NY|6640
Sarasota, FL|12145
Saratoga Springs, NY|863
Saratoga Springs, UT|12916
Saratoga, AR|20218
Saratoga, CA|1038
Saratoga, NC|22713
Saratoga, NY|10922
Saratoga, WY|14412
Sarcoxie, MO|24738
Sardinia, NY|11367
Sardinia, OH|4905
Sardis City, AL|8208
Sardis, AL|22198
Sardis, GA|15766
Sardis, MS|15965
Sardis, TN|24156
Sarepta, LA|24705
Sargeant, MN|20660
Sargent, NE|19417
Sarona, WI|20508
Saronville, NE|21087
Sartell, MN|2633
Sasakwa, OK|9668
Sasser, GA|22821
Satellite Beach, FL|12730
Satsuma, AL|4268
Satsuma, FL|14202
Saucier, MS|13460
Saugatuck, MI|13298
Saugerties South, NY|7713
Sauget, IL|18293
Saugus, MA|1155
Sauk Centre, MN|4398
Sauk City, WI|10091
Sauk Rapids, MN|13412
Sauk Village, IL|14720
Saulsbury, TN|15801
Sault Sainte Marie, MI|1882
Saunemin, IL|20741
Sausalito, CA|3036
Savage, MD|8019
Savage, MN|1250
Savanna, IL|15688
Savanna, OK|23415
Savannah, GA|11813
Savannah, MO|24722
Savannah, NY|7959
Savannah, OH|23206
Savannah, TN|12901
Saville, PA|6590
Savona, NY|10778
Savoy, IL|14769
Savoy, MA|9435
Savoy, TX|24612
Sawmills, NC|4842
Sawpit, CO|23513
Sawyer, MI|23207
Sawyer, OK|20413
Sawyerville, IL|23447
Saxapahaw, NC|23150
Saxon, WI|20460
Saxonburg, PA|18381
Saxton, PA|11117
Saxtons River, VT|22554
Saybrook, IL|17010
Sayner, WI|10423
Sayre, AL|10562
Sayre, OK|4516
Sayre, PA|4313
Sayreville, NJ|2467
Scales Mound, IL|18800
Scalp Level, PA|19479
Scaly Mountain, NC|14960
Scammon, KS|19537
Scandia, MN|11585
Scandinavia, WI|10546
Scanlon, MN|18902
Scappoose, OR|3165
Scarsdale, NY|1813
Scarville, IA|21423
Scenic Oaks, TX|14012
Schaefferstown, PA|19655
Schall Circle, FL|18494
Schaller, IA|18764
Schaumburg, IL|11952
Scheller, IL|19871
Schellsburg, PA|22835
Schenectady, NY|511
Schenevus, NY|11447
Schererville, IN|1182
Schertz, TX|1408
Schiller Park, IL|13757
Schleswig, IA|18810
Schlusser, PA|7073
Schnecksville, PA|9384
Schneider, IN|10566
Schodack, NY|2594
Schofield, WI|6662
Schoolcraft, MI|17240
Schram City, IL|21404
Schriever, LA|17325
Schroeppel, NY|5423
Schroon, NY|7636
Schulenburg, TX|16012
Schulter, OK|22638
Schuyler Falls, NY|5020
Schuyler, NE|3807
Schuyler, NY|5535
Schuyler, VA|19429
Schuylerville, NY|8135
Schuylkill Haven, PA|4369
Schuylkill Township, PA|3233
Schwenksville, PA|7988
Science Hill, KY|14852
Scio, NY|7573
Scio, OH|7992
Scio, OR|4748
Sciota, IL|21739
Sciotodale, OH|9827
Scipio, IN|17023
Scipio, NY|6987
Scituate, RI|2809
Scotch Plains, NJ|1350
Scotchtown, NY|3002
Scotia, CA|24105
Scotia, NE|23613
Scotia, NY|3501
Scotia, SC|22068
Scotland Neck, NC|17529
Scotland, AR|21811
Scotland, CT|10631
Scotland, GA|22400
Scotland, MD|9181
Scotsdale, MO|10190
Scott City, MO|24714
Scott Depot, WV|13469
Scott Township, PA|1821
Scott, AR|9083
Scott, LA|14736
Scott, NY|8419
Scott, OH|21313
Scott, WI|7289
Scottdale, GA|15435
Scottdale, PA|4977
Scotts Mills, OR|9544
Scotts Valley, CA|2490
Scotts, MI|17132
Scottsbluff, NE|1745
Scottsboro, AL|1751
Scottsburg, IN|15967
Scottsburg, OR|22329
Scottsburg, VA|8866
Scottsdale, AZ|77
Scottsmoor, FL|23029
Scottsville, KY|12847
Scottsville, NY|8394
Scottsville, VA|5116
Scottville, IL|23014
Scottville, MI|15722
Scranton, AR|22850
Scranton, IA|22700
Scranton, NC|20320
Scranton, PA|323
Scranton, SC|6901
Scraper, OK|23914
Screven, GA|16473
Scriba, NY|3904
Scribner, NE|15363
Scroggins, TX|14958
Scrubgrass Township, PA|9416
Scurry, TX|10663
Sea Breeze, NC|9054
Sea Bright, NJ|8984
Sea Cliff, NY|5060
Sea Girt, NJ|7273
Sea Island, GA|13584
Sea Isle City, NJ|8410
Sea Ranch Lakes, FL|19090
Seabeck, WA|5257
Seaboard, NC|18331
Seabrook Island, SC|8364
Seabrook, NH|15083
Seabrook, NJ|8788
Seabrook, SC|8906
Seabrook, TX|12895
Seadrift, TX|16883
Seaford, DE|1596
Seaford, NY|1484
Seaford, VA|5620
Seaforth, MN|23016
Seagoville, TX|2400
Seagrove, NC|16083
Seal Beach, CA|1353
Seal Rock, OR|7683
Seale, AL|18140
Sealevel, NC|10658
Sealy, TX|14323
Seaman, OH|17906
Searchlight, NV|10298
Searcy, AR|1073
Searingtown, NY|6049
Sears, MI|18502
Searsboro, IA|10118
Searsmont, ME|18230
Seaside Heights, NJ|6664
Seaside Park, NJ|9865
Seaside, CA|1206
Seaside, OR|5366
Seat Pleasant, MD|4821
Seatac, WA|1241
Seaton, IL|24175
Seatonville, IL|23106
Seattle Hill-Silver Firs, WA|834
Seattle, WA|15
Sebago, ME|18343
Sebastian, FL|12623
Sebastian, TX|24271
Sebastopol, CA|1227
Sebeka, MN|15341
Sebewaing, MI|17748
Sebree, KY|17720
Sebring, FL|12079
Sebring, OH|5751
Secaucus, NJ|1832
Secor, IL|21151
Secretary, MD|11280
Section, AL|18788
Security-Widefield, CO|1029
Sedalia, CO|4911
Sedalia, MO|12319
Sedalia, NC|16901
Sedan, MN|23144
Sedgwick, AR|23514
Sedgwick, CO|21197
Sedgwick, KS|24550
Sedgwick, ME|18999
Sedley, VA|9150
Sedona, AZ|1905
Sedro-Woolley, WA|3934
Seekonk, MA|2243
Seeley Lake, MT|14567
Seffner, FL|12535
Seguin, TX|12394
Seiad Valley, CA|11539
Seibert, CO|23448
Seiling, OK|19154
Selah, WA|2166
Selbyville, DE|13223
Selden, NY|1671
Seldovia, AK|24769
Seligman, AZ|11356
Selinsgrove, PA|4263
Sellers, SC|18740
Sellersburg, IN|14341
Sellersville, PA|3140
Selma, AL|2301
Selma, CA|1015
Selma, IA|22376
Selma, IN|16386
Selma, NC|6827
Selma, OR|11586
Selma, TX|13496
Selma, VA|23208
Selmer, TN|13893
Selmont-West Selmont, AL|18152
Seltzer, PA|22322
Seminole Manor, FL|17587
Seminole, AL|9485
Seminole, FL|12050
Seminole, OK|2866
Seminole, TX|13447
Semmes, AL|3068
Semora, NC|14510
Sempronius, NY|8943
Senatobia, MS|13425
Seneca Gardens, KY|19813
Seneca Knolls, NY|8501
Seneca, IL|16395
Seneca, MO|24689
Seneca, NE|23209
Seneca, NY|15335
Seneca, PA|20554
Seneca, SC|1446
Senecaville, OH|9034
Seney, MI|21006
Sennett, NY|5446
Senoia, GA|13339
Sentinel, OK|8966
Sequatchie, TN|16322
Sequim, WA|1184
Serena, IL|23614
Sergeant Bluff, IA|4878
Sesser, IL|23145
Setauket-East Setauket, NY|2140
Seth, WV|15737
Seven Devils, NC|10375
Seven Fields, PA|6052
Seven Hills, OH|2542
Seven Lakes, NC|6325
Seven Mile, OH|10200
Seven Oaks, SC|15048
Seven Springs, NC|17485
Seven Trees, CA|7878
Seven Valleys, PA|10373
Severance, CO|9622
Severn, MD|1107
Severn, NC|23151
Severna Park, MD|1348
Sevierville, TN|12767
Seville, FL|20182
Seville, OH|9324
Sewalls Point, FL|13555
Sewanee, TN|16253
Seward, AK|16713
Seward, NE|3154
Seward, NY|7673
Seward, PA|11241
Sewaren, NJ|24057
Sewickley Heights, PA|8857
Sewickley Hills, PA|9362
Sewickley Township, PA|3991
Sewickley, PA|5457
Seymour, CT|2307
Seymour, IA|18468
Seymour, IL|22491
Seymour, IN|12446
Seymour, MO|24752
Seymour, TN|1829
Shabbona, IL|18743
Shacklefords, VA|21520
Shade Gap, PA|23210
Shade Township, PA|18452
Shade, OH|20834
Shadeland, IN|16435
Shady Cove, OR|10991
Shady Dale, GA|23724
Shady Hills, FL|13778
Shady Hollow, TX|16100
Shady Point, OK|10403
Shady Shores, TX|11448
Shady Side, MD|6716
Shady Spring, WV|14189
Shady Valley, TN|17211
Shadyside, OH|4393
Shafer, MN|8945
Shafter, CA|1666
Shaftsbury, VT|8663
Shaker Heights, OH|1113
Shakopee, MN|746
Shaler Township, PA|1083
Shalimar, FL|13514
Shallotte, NC|3239
Shallowater, TX|23948
Shambaugh, IA|23237
Shamokin Dam, PA|17413
Shamokin Township, PA|2942
Shamong, NJ|3910
Shamrock, OK|11466
Shamrock, TX|24595
Shandaken, NY|10307
Shandon, CA|5262
Shaniko, OR|23725
Shannon Hills, AR|8138
Shannon, IL|15773
Shannon, MS|16647
Shanor-Northvue, PA|4500
Shapleigh, ME|17754
Shark River Hills, NJ|15429
Sharon Center, OH|22483
Sharon Grove, KY|19524
Sharon Hill, PA|4360
Sharon Springs, NY|10713
Sharon Township, PA|20166
Sharon, CT|7157
Sharon, GA|23311
Sharon, NH|19410
Sharon, NY|9017
Sharon, OK|20090
Sharon, PA|12764
Sharon, SC|7313
Sharon, TN|17028
Sharon, VT|8241
Sharonville, OH|2994
Sharps Chapel, TN|8062
Sharpsburg, GA|12929
Sharpsburg, IA|21500
Sharpsburg, KY|18316
Sharpsburg, MD|8115
Sharpsburg, PA|5681
Sharpsville, IN|16411
Sharpsville, PA|4903
Sharptown, MD|10320
Shasta Lake, CA|3052
Shasta, CA|11587
Shattuck, OK|8439
Shavano Park, TX|14478
Shaver Lake, CA|9683
Shavertown, PA|2810
Shawangunk, NY|3379
Shawano, WI|12611
Shawboro, NC|19546
Shawnee Hills, OH|11704
Shawnee, KS|11986
Shawnee, OH|21534
Shawnee, OK|1091
Shawneetown, IL|22883
Shawsville, VA|21664
Sheboygan, WI|647
Shedd, OR|9195
Sheffield Lake, OH|3784
Sheffield Township, PA|17877
Sheffield, AL|3342
Sheffield, IA|18547
Sheffield, IL|18606
Sheffield, MA|8020
Sheffield, OH|5124
Sheffield, VT|19884
Shelbiana, KY|19229
Shelbina, MO|24746
Shelburne Falls, MA|7434
Shelburne, MA|8725
Shelburne, NH|20911
Shelburne, VT|15609
Shelby Gap, KY|19166
Shelby Township, MI|11924
Shelby, AL|8850
Shelby, IA|22649
Shelby, MI|17537
Shelby, MT|24553
Shelby, NC|2208
Shelby, NE|20289
Shelby, NY|6271
Shelby, OH|2317
Shelbyville, IL|17455
Shelbyville, IN|12314
Shelbyville, KY|12384
Shelbyville, MI|15441
Shelbyville, TN|12335
Sheldahl, IA|10747
Sheldon, IA|4056
Sheldon, IL|23843
Sheldon, NY|7016
Sheldon, SC|9655
Sheldon, TX|16746
Sheldon, VT|6718
Sheldon, WI|7736
Shell Knob, MO|14582
Shell Lake, WI|7561
Shell Point, SC|7423
Shell Rock, IA|9434
Shelley, ID|24131
Shellman, GA|19917
Shellsburg, IA|18474
Shelly, MN|22054
Shelocta, PA|23844
Shelter Island Heights, NY|10138
Shelton, CT|843
Shelton, NE|15765
Shelton, WA|1003
Shenandoah Heights, PA|10434
Shenandoah Junction, WV|8679
Shenandoah, IA|14021
Shenandoah, PA|15163
Shenandoah, TX|24034
Shenandoah, VA|14832
Shenango Township, PA|5249
Shepherd, MI|14748
Shepherd, MT|16106
Shepherd, TX|15872
Shepherdstown, WV|3949
Shepherdsville, KY|12988
Sherborn, MA|4962
Sherburn, MN|8960
Sheridan Lake, CO|21231
Sheridan Township, MI|18023
Sheridan, AR|13755
Sheridan, CA|10230
Sheridan, CO|4532
Sheridan, IL|16146
Sheridan, IN|15964
Sheridan, MI|15774
Sheridan, MT|24762
Sheridan, NY|17826
Sheridan, OR|3859
Sheridan, WY|12401
Sherman, CT|5387
Sherman, IL|15785
Sherman, ME|24126
Sherman, TX|12130
Sherman, WI|7266
Sherrard, IL|15782
Sherrelwood, CO|2175
Sherrill, AR|10326
Sherrill, IA|23416
Sherrill, NY|6261
Sherrills Ford, NC|6566
Sherrodsville, OH|7973
Sherwood, AR|1216
Sherwood, MD|10612
Sherwood, MI|17242
Sherwood, OH|5524
Sherwood, OR|1192
Sherwood, WI|10514
Sheshequin Township, PA|8331
Shevlin, MN|20205
Shickley, NE|23350
Shickshinny, PA|9679
Shidler, OK|23351
Shillington, PA|4435
Shiloh, GA|18191
Shiloh, IL|13074
Shiloh, NC|19121
Shiloh, NJ|10689
Shiloh, OH|3960
Shiloh, PA|2939
Shiner, TX|16021
Shingle Springs, CA|1102
Shinglehouse, PA|8591
Shingleton, MI|18724
Shingletown, CA|6830
Shinnston, WV|6324
Shiocton, WI|11078
Ship Bottom, NJ|8957
Shipman, IL|22251
Shipman, VA|11673
Shippen Township, PA|17885
Shippen, PA|20665
Shippensburg Township, PA|2910
Shippenville, PA|22174
Shippingport, PA|20623
Shipshewana, IN|15918
Shiremanstown, PA|7762
Shirley, AR|8986
Shirley, IL|22757
Shirley, IN|16469
Shirley, ME|24289
Shirley, NY|1518
Shirley, PA|6125
Shirleysburg, PA|23312
Shively, KY|13650
Shoals, IN|16457
Shoemakersville, PA|8230
Shohola, PA|17851
Shokan, NY|10605
Shongaloo, LA|24461
Shoreacres, TX|24078
Shoreham, MI|22968
Shoreham, NY|4630
Shoreham, VT|18914
Shoreline, WA|580
Shoreview, MN|1242
Shorewood Hills, WI|9106
Shorewood, IL|12735
Shorewood, MN|3434
Shorewood, WI|2415
Shorewood-Tower Hills-Harbert, MI|17232
Short Hills, NJ|2474
Shorter, AL|20478
Shorterville, AL|19602
Shortsville, NY|9904
Show Low, AZ|2004
Showell, MD|22683
Shreve, OH|6050
Shreveport, LA|11773
Shrewsbury Township, PA|2788
Shrewsbury, MA|923
Shrewsbury, MO|4110
Shrewsbury, NJ|5253
Shrewsbury, VT|8494
Shrub Oak, NY|24002
Shubert, NE|21813
Shubuta, MS|16459
Shueyville, IA|21328
Shullsburg, WI|17917
Shumway, IL|21656
Shutesbury, MA|7740
Sibley, IA|17692
Sibley, IL|21737
Sibley, LA|24509
Side Lake, MN|10715
Sidell, IL|19422
Sidnaw, MI|22417
Sidney, AR|20323
Sidney, IA|18538
Sidney, IL|16537
Sidney, KY|18683
Sidney, ME|17541
Sidney, MI|17410
Sidney, NE|13479
Sidney, OH|1044
Sienna Plantation, TX|12940
Sierra City, CA|10754
Sierra Madre, CA|2684
Sierra Vista, AZ|603
Sierraville, CA|10997
Siesta Key, FL|13136
Sigel, IL|19833
Signal Hill, CA|2849
Signal Mountain, TN|13894
Sigourney, IA|20156
Sikeston, MO|14654
Siler City, NC|13673
Siler, KY|19576
Siletz, OR|11540
Silex, MO|16162
Silo, OK|22766
Siloam Springs, AR|1541
Silsbee, TX|13648
Silt, CO|10772
Silver Bay, MN|8659
Silver City, IA|20259
Silver City, NM|12541
Silver City, NV|11160
Silver Cliff, CO|20910
Silver Creek, GA|14326
Silver Creek, MS|16305
Silver Creek, NE|20567
Silver Creek, NY|19730
Silver Creek, WA|11357
Silver Grove, KY|11651
Silver Lake, FL|15413
Silver Lake, IN|16245
Silver Lake, KS|16312
Silver Lake, MN|18929
Silver Lake, NC|15095
Silver Lake, OH|6437
Silver Lake, WI|9806
Silver Plume, CO|10297
Silver Point, TN|16960
Silver Ridge, NJ|15448
Silver Spring Township, PA|2573
Silver Spring, MD|48
Silver Springs, FL|14002
Silver Springs, NV|7155
Silver Springs, NY|9939
Silverado, CA|4989
Silverdale, PA|9537
Silverdale, WA|1625
Silverhill, AL|4479
Silverlake, WA|9868
Silverstreet, SC|8078
Silverthorne, CO|3108
Silverton, CO|20239
Silverton, OH|4672
Silverton, OR|2636
Silverwood, MI|18744
Silvis, IL|15619
Simi Valley, CA|159
Simla, CO|11401
Simmler, CA|10986
Simpson, IL|19504
Simpson, NC|10264
Simpsonville, KY|14148
Simpsonville, SC|361
Sims, AR|11079
Sims, NC|10674
Simsbury, CT|2503
Sinclairville, NY|22530
Singers Glen, VA|19301
Sinking Spring, OH|22959
Sinking Spring, PA|5074
Sinton, TX|23938
Sioux Center, IA|3424
Sioux City, IA|273
Sioux Falls, SD|11782
Sioux Rapids, IA|19093
Siren, WI|9682
Sissonville, WV|5256
Sister Bay, WI|8809
Sisters, OR|5178
Sistersville, WV|17521
Sitka, AK|14744
Sitka, KY|20065
Six Lakes, MI|17203
Six Mile, SC|6824
Sixes, OR|23615
Skamokawa, WA|9866
Skandia, MI|18445
Skanee, MI|21746
Skedee, OK|23915
Skiatook, OK|5611
Skidaway Island, GA|13299
Skippack Township, PA|2364
Skippers, VA|19685
Skipwith, VA|20174
Skokie, IL|11999
Skull Valley, AZ|10239
Sky Lake, FL|15168
Sky Valley, GA|14568
Skykomish, WA|10218
Skyline View, PA|15351
Skyline, AL|21904
Skyline, MN|21954
Slabtown, PA|22556
Slater, IA|9303
Slatington, PA|5050
Slaton, TX|24438
Slaughter Beach, DE|22321
Slaughter, LA|17401
Slaughters, KY|19297
Slaughterville, OK|6024
Slayden, TN|11196
Slayton, MN|15739
Sleepy Eye, MN|15464
Sleepy Hollow, IL|15767
Sleepy Hollow, NY|2983
Slick, OK|23548
Slickville, PA|10908
Slidell, LA|12367
Sligo, PA|22084
Slinger, WI|5312
Slingerlands, NY|3436
Slippery Rock Township, PA|14680
Sloan, IA|21397
Sloan, NY|5401
Slocomb, AL|8877
Sloughhouse, CA|4177
Smackover, AR|17849
Smallwood, NY|10987
Smartsville, CA|7226
Smelterville, ID|24350
Smethport, PA|22267
Smilax, KY|23846
Smith Mills, MA|15212
Smith River, CA|11468
Smith Township, PA|4879
Smith Village, OK|10891
Smith, NV|11173
Smithboro, IL|19554
Smithfield Township, PA|4851
Smithfield, IL|20891
Smithfield, KY|16384
Smithfield, ME|18749
Smithfield, NC|1388
Smithfield, NE|20981
Smithfield, NY|7919
Smithfield, PA|20376
Smithfield, RI|2468
Smithfield, UT|14266
Smithfield, VA|12765
Smithland, IA|21033
Smithland, KY|22673
Smiths Creek, MI|15598
Smiths Grove, KY|14153
Smiths Station, AL|8618
Smiths, AL|1626
Smithsburg, MD|3491
Smithshire, IL|21007
Smithton, IL|15833
Smithton, PA|11233
Smithtown, NY|1387
Smithville, AR|20433
Smithville, GA|19720
Smithville, MO|12984
Smithville, MS|17392
Smithville, NY|7545
Smithville, OH|6157
Smithville, OK|19391
Smithville, TN|12979
Smithville, TX|14155
Smoaks, SC|7746
Smoke Rise, AL|8577
Smyrna, DE|1352
Smyrna, GA|11946
Smyrna, NC|10361
Smyrna, SC|8323
Smyrna, TN|629
Snake Spring Township, PA|18222
Snead, AL|20806
Sneads Ferry, NC|13536
Sneads, FL|16006
Snelling, CA|10748
Snelling, SC|21597
Snellville, GA|11982
Snohomish, WA|541
Snoqualmie Pass, WA|11066
Snoqualmie, WA|3656
Snover, MI|19315
Snow Camp, NC|15384
Snow Hill, MD|4901
Snow Hill, NC|13853
Snow Shoe Township, PA|18090
Snowflake, AZ|5032
Snowmass Village, CO|8613
Snowshoe, WV|14600
Snyder Township, PA|16219
Snyder, CO|23211
Snyder, OK|10697
Snyder, TX|13440
Snydertown, PA|20720
Soap Lake, WA|5129
Sobieski, WI|15820
Socastee, SC|1690
Social Circle, GA|13912
Society Hill, NJ|15338
Society Hill, SC|7926
Socorro, NM|13495
Socorro, TX|12334
Soda Springs, CA|11250
Soda Springs, ID|24701
Sodaville, OR|11086
Soddy-Daisy, TN|13735
Sodus Point, NY|8779
Sodus, MI|17369
Solana Beach, CA|2653
Soldier, IA|21030
Soldiers Grove, WI|18258
Soldotna, AK|12978
Solebury, PA|4040
Soledad, CA|1444
Solgohachia, AR|21182
Solomon, AZ|23417
Solomon, KS|16314
Solomons, MD|9129
Solon Springs, WI|7058
Solon, IA|9805
Solon, ME|18907
Solon, NY|8514
Solon, OH|1379
Solsberry, IN|16601
Solvang, CA|3770
Solvay, NY|3892
Solway, MN|8371
Somerdale, NJ|4443
Somers Point, NJ|2722
Somers, CT|2846
Somers, IA|23726
Somers, MT|24191
Somers, NY|2675
Somers, WI|2413
Somerset Center, MI|21564
Somerset Township, PA|1780
Somerset, CA|7086
Somerset, CO|19580
Somerset, KY|12178
Somerset, MA|1811
Somerset, MD|16320
Somerset, NJ|1399
Somerset, NY|7071
Somerset, OH|5651
Somerset, TX|16317
Somerset, VA|11598
Somerset, WI|5785
Somersworth, NH|13713
Somerton, AZ|1351
Somerville, AL|22750
Somerville, MA|334
Somerville, NJ|2471
Somerville, OH|7485
Somerville, TN|3437
Somerville, TX|24579
Somes Bar, CA|22325
Somis, CA|6243
Somonauk, IL|15697
Sonoita, AZ|9960
Sonoma, CA|835
Sonora, CA|1335
Sonora, KY|16422
Sopchoppy, FL|16346
Soper, OK|19343
Soperton, GA|18834
Sophia, NC|15197
Soquel, CA|3945
Sorento, IL|22781
Sorrento, FL|12975
Sorrento, LA|17342
Soso, MS|16946
Soudan, MN|11449
